Timestamp(LST),WS(m/s),WD(deg),Ta(C),RH(%),SLP(hPa),Rsw(W/m2)
2022-01-01 01:00:00,9.0,138.5,0.4,86.5,982.8,0.0
2022-01-01 02:00:00,9.4,113.8,0.5,85.7,982.4,0.0
2022-01-01 03:00:00,10.6,97.3,0.4,88.1,981.9,4.8
2022-01-01 04:00:00,11.7,95.8,0.3,88.5,981.6,14.8
2022-01-01 05:00:00,13.6,84.5,0.4,85.9,980.9,41.4
2022-01-01 06:00:00,13.2,89.3,0.3,87.5,981.0,48.5
2022-01-01 07:00:00,12.1,91.4,0.3,88.3,981.3,48.2
2022-01-01 08:00:00,11.3,99.2,0.2,89.2,981.3,128.2
2022-01-01 09:00:00,8.9,97.2,0.2,90.3,981.8,132.1
2022-01-01 10:00:00,8.5,98.9,-0.1,93.4,981.7,132.7
2022-01-01 11:00:00,9.8,95.3,0.0,93.8,981.5,174.8
2022-01-01 12:00:00,11.1,90.7,0.2,93.3,981.2,208.8
2022-01-01 13:00:00,11.6,96.0,0.2,93.3,981.0,174.8
2022-01-01 14:00:00,9.9,94.6,0.1,94.2,981.6,134.6
2022-01-01 15:00:00,8.8,94.0,0.0,95.6,981.6,145.4
2022-01-01 16:00:00,8.9,99.1,0.2,95.5,981.9,218.8
2022-01-01 17:00:00,9.5,97.2,0.3,95.4,982.0,231.7
2022-01-01 18:00:00,8.9,99.8,0.6,94.5,982.0,222.5
2022-01-01 19:00:00,9.1,98.7,0.5,93.9,982.4,135.5
2022-01-01 20:00:00,8.3,100.4,0.5,94.2,982.5,57.9
2022-01-01 21:00:00,8.2,101.2,0.6,94.2,982.5,35.6
2022-01-01 22:00:00,6.8,101.9,0.6,95.3,982.7,6.0
2022-01-01 23:00:00,4.9,93.7,0.8,94.5,982.9,0.4
2022-01-02 00:00:00,3.1,76.8,0.9,91.9,982.7,0.0
2022-01-02 01:00:00,2.1,20.4,0.7,91.9,983.1,0.0
2022-01-02 02:00:00,1.5,129.7,-0.1,92.9,983.0,0.3
2022-01-02 03:00:00,4.4,97.2,0.4,88.4,982.6,15.5
2022-01-02 04:00:00,1.4,335.7,0.5,90.0,983.1,60.6
2022-01-02 05:00:00,2.2,85.3,0.9,87.4,982.6,157.1
2022-01-02 06:00:00,7.2,90.3,2.0,80.4,981.8,211.0
2022-01-02 07:00:00,9.6,96.0,1.1,88.1,981.3,303.1
2022-01-02 08:00:00,6.8,76.3,2.9,78.8,980.8,435.8
2022-01-02 09:00:00,6.1,96.9,3.3,77.2,980.1,430.5
2022-01-02 10:00:00,11.4,93.4,4.5,74.8,979.2,482.4
2022-01-02 11:00:00,12.8,92.7,2.2,83.4,979.3,412.5
2022-01-02 12:00:00,12.5,103.0,1.9,83.5,979.0,379.1
2022-01-02 13:00:00,10.7,102.7,1.1,91.8,978.7,174.9
2022-01-02 14:00:00,7.3,98.9,1.0,94.2,978.0,118.1
2022-01-02 15:00:00,11.8,98.1,1.1,93.4,976.1,131.4
2022-01-02 16:00:00,12.3,103.2,1.2,90.9,975.6,83.4
2022-01-02 17:00:00,10.3,121.8,0.9,92.8,975.1,36.7
2022-01-02 18:00:00,12.1,118.7,0.6,94.6,974.0,29.3
2022-01-02 19:00:00,10.1,122.5,0.7,95.5,973.8,19.4
2022-01-02 20:00:00,11.8,111.7,0.8,94.4,973.3,19.5
2022-01-02 21:00:00,13.7,105.5,0.9,94.1,972.5,15.0
2022-01-02 22:00:00,16.5,95.7,1.0,94.2,971.5,2.6
2022-01-02 23:00:00,16.5,96.5,0.9,94.3,970.8,0.0
2022-01-03 00:00:00,14.3,97.4,0.9,94.4,970.7,0.0
2022-01-03 01:00:00,12.3,98.8,0.9,95.0,970.7,0.0
2022-01-03 02:00:00,11.1,106.9,0.8,96.5,970.7,0.0
2022-01-03 03:00:00,8.0,107.8,0.8,96.9,970.4,0.0
2022-01-03 04:00:00,9.0,112.2,0.6,97.0,970.0,3.1
2022-01-03 05:00:00,10.0,117.4,0.5,96.8,969.8,8.1
2022-01-03 06:00:00,10.4,118.9,0.3,96.6,969.2,25.2
2022-01-03 07:00:00,11.0,113.7,0.3,97.0,969.1,37.7
2022-01-03 08:00:00,11.5,115.1,0.5,96.8,968.9,108.0
2022-01-03 09:00:00,11.2,119.3,0.6,96.3,968.6,127.3
2022-01-03 10:00:00,11.4,123.6,0.5,95.9,968.9,144.2
2022-01-03 11:00:00,11.0,128.0,0.6,96.0,969.1,143.6
2022-01-03 12:00:00,11.8,126.4,0.6,95.9,969.3,165.7
2022-01-03 13:00:00,12.1,128.3,0.7,95.1,969.3,158.2
2022-01-03 14:00:00,13.3,128.5,0.5,96.1,969.6,104.0
2022-01-03 15:00:00,13.1,125.5,0.5,96.5,970.3,45.6
2022-01-03 16:00:00,12.5,126.1,0.4,96.2,971.0,34.4
2022-01-03 17:00:00,12.6,126.2,0.5,95.2,971.6,47.1
2022-01-03 18:00:00,11.0,131.5,0.6,92.7,972.0,41.4
2022-01-03 19:00:00,11.4,133.0,0.6,89.3,972.5,50.2
2022-01-03 20:00:00,12.4,128.5,0.9,83.8,973.1,33.6
2022-01-03 21:00:00,10.7,129.8,1.1,81.0,973.9,15.8
2022-01-03 22:00:00,9.7,123.0,1.1,81.5,974.8,1.7
2022-01-03 23:00:00,8.0,116.8,1.2,81.0,975.4,0.0
2022-01-04 00:00:00,6.7,108.0,1.2,81.8,976.1,0.0
2022-01-04 01:00:00,7.0,96.3,1.2,81.3,976.4,0.0
2022-01-04 02:00:00,5.2,108.0,1.2,80.4,976.9,0.0
2022-01-04 03:00:00,4.1,108.2,1.1,81.3,977.7,1.8
2022-01-04 04:00:00,3.7,119.3,1.0,83.7,978.4,31.2
2022-01-04 05:00:00,2.3,128.9,1.1,82.2,979.1,49.8
2022-01-04 06:00:00,1.6,116.6,1.2,81.3,979.7,110.7
2022-01-04 07:00:00,3.2,130.5,1.7,76.1,980.3,195.1
2022-01-04 08:00:00,4.9,117.7,2.1,71.0,980.6,256.8
2022-01-04 09:00:00,3.5,122.7,2.3,70.3,981.0,378.9
2022-01-04 10:00:00,2.7,103.4,3.1,66.8,981.3,498.2
2022-01-04 11:00:00,0.0,99.6,4.3,61.4,981.8,646.1
2022-01-04 12:00:00,0.3,13.7,4.8,60.3,982.1,745.0
2022-01-04 13:00:00,0.6,342.0,4.8,60.3,982.3,632.3
2022-01-04 14:00:00,1.8,253.3,3.7,69.4,982.7,581.2
2022-01-04 15:00:00,1.8,236.3,2.7,81.8,983.0,482.6
2022-01-04 16:00:00,1.4,244.6,2.3,84.1,983.4,298.2
2022-01-04 17:00:00,1.0,237.4,2.4,82.6,983.6,292.0
2022-01-04 18:00:00,1.6,164.8,2.6,82.8,984.1,196.0
2022-01-04 19:00:00,2.2,148.3,2.1,84.9,984.4,125.7
2022-01-04 20:00:00,0.8,108.8,1.9,86.5,984.8,68.0
2022-01-04 21:00:00,0.6,147.2,1.7,86.9,985.0,26.8
2022-01-04 22:00:00,1.0,33.9,1.5,88.2,985.3,3.3
2022-01-04 23:00:00,2.0,316.2,1.4,90.0,985.5,0.0
2022-01-05 00:00:00,2.8,316.2,1.3,90.7,985.7,0.0
2022-01-05 01:00:00,2.5,328.7,1.2,89.9,986.0,0.0
2022-01-05 02:00:00,2.7,331.3,1.1,89.7,986.1,0.1
2022-01-05 03:00:00,2.3,338.5,0.9,90.7,986.5,4.9
2022-01-05 04:00:00,1.2,337.3,1.0,89.4,986.8,20.3
2022-01-05 05:00:00,1.2,29.4,1.2,86.3,987.1,42.7
2022-01-05 06:00:00,1.0,291.3,1.3,85.8,987.6,91.9
2022-01-05 07:00:00,1.4,270.3,1.1,90.6,988.2,135.9
2022-01-05 08:00:00,1.5,305.8,1.3,89.2,988.6,213.5
2022-01-05 09:00:00,0.9,335.4,1.4,87.4,989.1,208.2
2022-01-05 10:00:00,0.3,272.1,1.7,87.0,989.6,156.9
2022-01-05 11:00:00,0.4,323.0,1.5,89.5,990.1,165.9
2022-01-05 12:00:00,1.0,34.5,2.2,87.4,990.7,386.0
2022-01-05 13:00:00,0.5,342.5,2.6,82.4,991.3,504.1
2022-01-05 14:00:00,0.7,234.5,3.0,79.8,991.9,519.1
2022-01-05 15:00:00,1.0,200.2,3.1,81.1,992.6,382.7
2022-01-05 16:00:00,1.1,175.8,3.3,77.0,993.2,330.3
2022-01-05 17:00:00,1.7,166.7,3.3,72.2,993.8,275.7
2022-01-05 18:00:00,2.2,169.2,3.1,75.5,994.5,283.0
2022-01-05 19:00:00,2.2,161.6,3.7,74.2,995.2,322.6
2022-01-05 20:00:00,1.2,140.5,3.4,76.1,995.7,203.2
2022-01-05 21:00:00,1.8,60.4,1.9,81.5,996.3,43.0
2022-01-05 22:00:00,1.4,57.9,1.8,81.9,996.9,5.3
2022-01-05 23:00:00,1.6,115.6,1.8,80.4,997.6,0.2
2022-01-06 00:00:00,1.4,81.4,1.4,82.6,998.1,0.0
2022-01-06 01:00:00,1.9,54.8,1.3,83.0,998.6,0.0
2022-01-06 02:00:00,2.3,56.4,1.2,82.7,999.0,0.1
2022-01-06 03:00:00,3.0,53.8,1.2,82.9,999.4,2.9
2022-01-06 04:00:00,2.1,46.8,1.3,80.9,1000.0,12.1
2022-01-06 05:00:00,0.8,50.8,1.4,79.6,1000.4,33.6
2022-01-06 06:00:00,1.1,333.5,1.5,80.5,1000.8,61.7
2022-01-06 07:00:00,2.1,339.8,1.7,77.4,1001.1,102.8
2022-01-06 08:00:00,4.0,331.4,1.8,75.4,1001.2,164.1
2022-01-06 09:00:00,3.8,340.3,2.0,73.3,1001.1,272.2
2022-01-06 10:00:00,4.1,344.2,2.1,73.9,1001.1,388.0
2022-01-06 11:00:00,4.4,345.1,2.3,72.3,1001.1,429.2
2022-01-06 12:00:00,4.5,337.7,2.2,71.7,1001.2,448.6
2022-01-06 13:00:00,4.3,329.0,2.0,72.1,1001.2,282.5
2022-01-06 14:00:00,1.8,311.8,2.7,67.0,1000.9,396.6
2022-01-06 15:00:00,2.0,339.1,3.0,64.8,1000.5,399.7
2022-01-06 16:00:00,3.1,3.1,3.3,60.3,1000.0,341.0
2022-01-06 17:00:00,2.7,12.2,3.4,60.5,999.7,401.3
2022-01-06 18:00:00,3.2,10.6,3.5,64.0,999.3,421.6
2022-01-06 19:00:00,3.9,2.3,2.3,73.0,999.0,226.5
2022-01-06 20:00:00,2.9,21.3,2.2,72.3,998.3,86.5
2022-01-06 21:00:00,4.3,12.7,1.7,73.3,997.6,30.8
2022-01-06 22:00:00,3.4,19.6,1.7,72.6,996.8,5.0
2022-01-06 23:00:00,4.7,26.0,1.4,75.8,996.2,0.1
2022-01-07 00:00:00,5.9,14.1,1.1,75.6,995.5,0.0
2022-01-07 01:00:00,5.2,9.5,1.0,72.6,994.7,0.0
2022-01-07 02:00:00,2.5,47.8,1.4,69.1,993.9,0.0
2022-01-07 03:00:00,1.3,113.9,1.0,74.8,993.6,2.9
2022-01-07 04:00:00,1.4,138.3,0.1,87.7,993.2,8.5
2022-01-07 05:00:00,1.1,184.4,0.7,83.8,993.1,28.6
2022-01-07 06:00:00,1.0,125.7,1.2,83.1,992.9,56.2
2022-01-07 07:00:00,3.6,29.0,1.7,81.4,992.7,77.8
2022-01-07 08:00:00,6.6,11.1,2.2,79.4,992.4,145.6
2022-01-07 09:00:00,7.1,352.7,2.6,79.5,992.3,228.7
2022-01-07 10:00:00,8.3,335.1,2.1,87.0,992.5,237.0
2022-01-07 11:00:00,7.0,313.6,1.9,92.8,992.8,136.6
2022-01-07 12:00:00,7.0,293.4,2.2,93.8,993.2,156.3
2022-01-07 13:00:00,7.2,293.8,2.4,91.8,993.6,253.1
2022-01-07 14:00:00,6.5,291.5,2.6,90.5,994.0,284.8
2022-01-07 15:00:00,7.1,283.3,2.7,91.1,994.4,322.3
2022-01-07 16:00:00,6.8,299.3,2.4,92.8,994.7,224.6
2022-01-07 17:00:00,7.4,294.9,2.3,92.9,994.6,176.1
2022-01-07 18:00:00,6.2,297.8,2.2,93.8,994.9,159.9
2022-01-07 19:00:00,6.7,304.2,2.2,94.2,995.2,78.0
2022-01-07 20:00:00,5.6,311.0,2.0,95.0,995.3,31.4
2022-01-07 21:00:00,5.9,323.8,1.8,95.4,995.2,9.4
2022-01-07 22:00:00,6.1,323.1,1.5,96.9,995.0,2.0
2022-01-07 23:00:00,5.5,329.2,1.5,97.1,995.1,0.0
2022-01-08 00:00:00,5.0,321.6,1.6,96.6,995.1,0.0
2022-01-08 01:00:00,5.5,322.3,1.8,96.6,994.6,0.0
2022-01-08 02:00:00,5.1,317.7,1.8,96.4,993.8,0.0
2022-01-08 03:00:00,4.2,308.3,1.9,96.7,993.0,2.7
2022-01-08 04:00:00,2.7,277.5,2.2,94.6,991.9,22.3
2022-01-08 05:00:00,0.9,286.9,2.0,95.3,991.0,55.7
2022-01-08 06:00:00,1.5,279.6,2.7,93.7,990.2,102.7
2022-01-08 07:00:00,1.0,295.1,3.4,90.3,989.4,108.4
2022-01-08 08:00:00,1.0,130.6,4.6,83.4,988.5,125.6
2022-01-08 09:00:00,1.9,160.0,4.5,83.9,987.5,222.0
2022-01-08 10:00:00,3.2,165.8,3.8,85.8,986.5,254.8
2022-01-08 11:00:00,3.3,168.4,3.2,90.2,985.6,216.5
2022-01-08 12:00:00,2.4,125.1,4.7,87.3,984.8,237.5
2022-01-08 13:00:00,0.5,291.9,3.7,89.4,984.2,247.3
2022-01-08 14:00:00,0.7,160.8,3.7,91.2,983.5,248.9
2022-01-08 15:00:00,3.9,129.6,4.5,89.6,982.9,253.1
2022-01-08 16:00:00,6.2,107.4,3.9,89.1,982.7,335.7
2022-01-08 17:00:00,5.7,100.7,3.6,87.0,982.8,307.8
2022-01-08 18:00:00,5.6,116.6,3.2,88.9,983.0,220.0
2022-01-08 19:00:00,4.6,134.8,2.5,91.9,983.3,120.5
2022-01-08 20:00:00,4.8,145.9,2.0,93.8,983.9,51.9
2022-01-08 21:00:00,5.5,164.3,1.2,96.1,984.6,11.4
2022-01-08 22:00:00,4.0,154.6,1.1,97.1,985.4,1.4
2022-01-08 23:00:00,3.7,157.6,1.0,97.3,985.9,0.0
2022-01-09 00:00:00,1.6,128.0,1.0,97.4,986.1,0.0
2022-01-09 01:00:00,2.6,48.1,1.2,97.3,986.3,0.0
2022-01-09 02:00:00,1.2,7.0,1.5,95.8,986.4,0.0
2022-01-09 03:00:00,2.1,309.7,1.6,95.0,986.6,2.1
2022-01-09 04:00:00,3.0,306.2,1.5,96.2,986.7,18.2
2022-01-09 05:00:00,4.7,321.8,1.4,96.5,986.8,32.1
2022-01-09 06:00:00,4.8,313.6,1.0,97.2,986.9,48.8
2022-01-09 07:00:00,5.3,319.2,1.1,97.3,987.1,88.2
2022-01-09 08:00:00,5.7,309.7,1.2,97.0,987.2,139.0
2022-01-09 09:00:00,5.5,318.9,1.2,97.2,987.2,123.8
2022-01-09 10:00:00,5.2,328.0,1.3,97.2,987.1,137.6
2022-01-09 11:00:00,5.7,322.0,1.4,97.0,987.0,176.8
2022-01-09 12:00:00,5.9,319.4,1.6,97.0,986.8,178.7
2022-01-09 13:00:00,6.3,293.0,1.6,96.7,986.7,269.1
2022-01-09 14:00:00,6.6,284.3,2.0,92.6,986.7,335.3
2022-01-09 15:00:00,7.5,288.1,1.8,93.0,986.7,225.2
2022-01-09 16:00:00,7.1,291.4,1.8,90.1,986.6,255.6
2022-01-09 17:00:00,7.0,289.5,1.8,86.4,986.3,206.0
2022-01-09 18:00:00,6.9,293.6,1.7,84.3,985.8,113.5
2022-01-09 19:00:00,6.9,297.9,1.6,86.0,985.5,70.7
2022-01-09 20:00:00,7.1,289.8,1.4,88.8,985.2,13.7
2022-01-09 21:00:00,8.0,274.2,1.1,92.3,984.8,5.2
2022-01-09 22:00:00,9.0,280.7,1.0,83.9,984.6,0.7
2022-01-09 23:00:00,8.3,292.7,1.0,81.3,984.2,0.0
2022-01-10 00:00:00,8.0,312.0,0.9,84.7,983.3,0.0
2022-01-10 01:00:00,8.8,321.0,1.0,87.3,982.4,0.0
2022-01-10 02:00:00,8.6,331.4,1.1,89.1,981.5,0.0
2022-01-10 03:00:00,8.0,346.7,1.1,88.8,980.3,0.5
2022-01-10 04:00:00,9.0,0.7,1.1,89.2,978.8,11.4
2022-01-10 05:00:00,10.2,356.9,1.2,90.2,977.1,33.6
2022-01-10 06:00:00,10.0,1.7,1.6,89.7,975.3,113.1
2022-01-10 07:00:00,10.7,356.4,1.7,90.1,973.6,125.3
2022-01-10 08:00:00,11.9,10.0,2.2,86.1,971.7,155.3
2022-01-10 09:00:00,11.5,15.7,2.7,81.7,970.2,203.7
2022-01-10 10:00:00,9.3,27.1,2.3,84.8,969.0,126.6
2022-01-10 11:00:00,10.7,27.1,2.4,83.0,967.1,160.3
2022-01-10 12:00:00,12.3,23.2,2.7,81.0,965.4,237.4
2022-01-10 13:00:00,12.5,24.2,3.1,79.2,963.7,293.9
2022-01-10 14:00:00,10.0,45.6,4.1,76.1,962.5,300.4
2022-01-10 15:00:00,11.2,39.4,4.1,75.4,961.2,302.0
2022-01-10 16:00:00,7.6,46.3,4.0,75.3,960.9,192.7
2022-01-10 17:00:00,4.5,71.6,4.1,73.0,960.6,99.9
2022-01-10 18:00:00,4.7,108.6,3.4,77.9,960.2,31.9
2022-01-10 19:00:00,6.4,81.5,3.2,78.1,959.5,34.8
2022-01-10 20:00:00,5.7,82.1,2.6,82.8,959.4,23.3
2022-01-10 21:00:00,5.7,90.1,2.2,85.9,959.3,9.5
2022-01-10 22:00:00,5.1,91.4,2.0,86.5,959.3,0.7
2022-01-10 23:00:00,4.1,82.3,1.7,87.3,959.3,0.0
2022-01-11 00:00:00,6.9,95.1,1.5,89.3,959.4,0.0
2022-01-11 01:00:00,5.4,104.2,1.3,91.6,959.9,0.0
2022-01-11 02:00:00,7.6,111.1,1.0,93.4,959.9,0.0
2022-01-11 03:00:00,7.8,115.3,0.9,94.1,960.6,0.4
2022-01-11 04:00:00,7.7,127.3,0.9,94.5,961.3,7.9
2022-01-11 05:00:00,8.5,129.0,0.9,94.3,962.0,34.0
2022-01-11 06:00:00,9.2,129.9,0.8,94.2,962.9,69.7
2022-01-11 07:00:00,9.7,129.1,0.8,94.5,963.7,124.5
2022-01-11 08:00:00,9.9,126.8,1.1,94.0,964.3,229.4
2022-01-11 09:00:00,10.4,127.5,1.2,94.1,965.3,218.9
2022-01-11 10:00:00,10.1,127.7,1.4,93.8,966.3,233.9
2022-01-11 11:00:00,10.5,125.5,1.4,93.0,967.5,189.8
2022-01-11 12:00:00,10.3,125.7,1.6,92.2,968.8,345.7
2022-01-11 13:00:00,10.7,126.0,1.9,91.9,969.9,384.4
2022-01-11 14:00:00,9.7,129.4,1.5,92.1,971.4,232.4
2022-01-11 15:00:00,8.3,132.0,1.1,92.1,973.1,119.3
2022-01-11 16:00:00,8.4,133.3,0.8,93.4,974.6,101.1
2022-01-11 17:00:00,7.8,144.5,0.6,94.3,976.1,82.6
2022-01-11 18:00:00,7.3,143.5,0.3,95.7,977.7,88.8
2022-01-11 19:00:00,5.9,141.8,0.4,96.4,978.8,92.3
2022-01-11 20:00:00,5.2,136.8,0.4,95.2,979.8,44.0
2022-01-11 21:00:00,4.9,147.9,0.6,93.7,980.8,16.3
2022-01-11 22:00:00,2.7,130.0,0.5,94.5,981.4,7.3
2022-01-11 23:00:00,1.8,143.4,0.5,94.7,982.1,0.1
2022-01-12 00:00:00,0.9,200.5,0.5,94.8,982.7,0.0
2022-01-12 01:00:00,1.4,1.8,0.6,94.9,983.1,0.0
2022-01-12 02:00:00,1.0,17.3,0.6,94.8,983.5,0.0
2022-01-12 03:00:00,2.2,319.7,0.9,95.0,983.7,3.2
2022-01-12 04:00:00,2.3,345.3,0.8,95.9,984.0,8.6
2022-01-12 05:00:00,2.4,342.3,0.9,95.5,984.2,30.7
2022-01-12 06:00:00,2.1,353.9,1.0,95.5,984.3,66.4
2022-01-12 07:00:00,1.8,336.3,1.1,95.6,984.4,131.7
2022-01-12 08:00:00,1.7,328.1,1.4,93.8,984.4,229.6
2022-01-12 09:00:00,2.6,312.9,1.9,89.8,984.4,333.6
2022-01-12 10:00:00,2.8,315.0,1.9,88.1,984.5,245.8
2022-01-12 11:00:00,3.5,318.1,1.6,91.4,984.6,165.2
2022-01-12 12:00:00,3.6,323.8,1.4,91.9,984.5,154.8
2022-01-12 13:00:00,2.3,256.6,1.1,93.9,984.5,243.1
2022-01-12 14:00:00,2.9,186.7,1.3,93.3,984.6,282.1
2022-01-12 15:00:00,2.5,183.0,1.3,92.1,984.7,215.6
2022-01-12 16:00:00,2.6,166.9,1.3,91.6,984.9,165.7
2022-01-12 17:00:00,3.2,171.2,1.3,91.9,985.3,90.0
2022-01-12 18:00:00,3.7,169.0,1.1,94.9,985.8,65.6
2022-01-12 19:00:00,3.6,172.1,1.1,95.6,986.2,34.8
2022-01-12 20:00:00,3.1,182.3,1.0,95.3,986.6,19.2
2022-01-12 21:00:00,3.2,189.7,0.9,95.8,987.0,3.9
2022-01-12 22:00:00,3.5,191.2,0.7,96.0,987.4,0.2
2022-01-12 23:00:00,2.9,183.0,0.6,96.4,987.9,0.0
2022-01-13 00:00:00,2.0,178.8,0.4,96.8,988.3,0.0
2022-01-13 01:00:00,1.2,172.6,0.5,96.7,988.7,0.0
2022-01-13 02:00:00,0.8,320.6,0.4,96.5,989.0,0.0
2022-01-13 03:00:00,0.7,2.8,0.4,96.5,989.3,2.4
2022-01-13 04:00:00,1.2,47.9,0.2,96.3,989.6,13.6
2022-01-13 05:00:00,1.3,41.1,0.3,95.3,989.8,60.5
2022-01-13 06:00:00,1.1,26.4,0.7,89.5,990.2,97.0
2022-01-13 07:00:00,2.4,323.0,0.8,87.4,990.5,208.9
2022-01-13 08:00:00,2.9,341.3,1.4,82.8,990.8,318.8
2022-01-13 09:00:00,3.0,327.2,1.9,81.6,990.9,388.1
2022-01-13 10:00:00,3.1,329.6,2.3,79.0,991.0,472.8
2022-01-13 11:00:00,4.3,343.4,2.7,74.3,991.0,458.2
2022-01-13 12:00:00,4.3,345.2,2.7,75.0,991.3,401.8
2022-01-13 13:00:00,4.6,333.1,1.9,83.0,991.3,399.6
2022-01-13 14:00:00,4.0,356.2,1.8,84.7,991.2,256.8
2022-01-13 15:00:00,4.6,348.3,3.6,75.8,990.8,835.3
2022-01-13 16:00:00,4.4,342.1,3.4,77.5,990.7,385.3
2022-01-13 17:00:00,5.5,347.7,3.3,80.9,990.6,315.7
2022-01-13 18:00:00,5.5,346.7,2.5,88.9,990.8,140.8
2022-01-13 19:00:00,5.2,346.7,2.2,90.7,990.7,109.2
2022-01-13 20:00:00,5.2,343.0,2.1,91.0,990.8,41.3
2022-01-13 21:00:00,5.4,335.7,1.9,92.0,990.9,7.9
2022-01-13 22:00:00,4.7,333.2,1.8,92.5,991.0,3.0
2022-01-13 23:00:00,5.2,330.6,1.8,92.8,991.2,0.0
2022-01-14 00:00:00,4.5,311.7,1.7,93.9,991.3,0.0
2022-01-14 01:00:00,3.7,307.8,1.6,93.9,991.4,0.0
2022-01-14 02:00:00,4.1,311.1,1.7,90.6,991.6,0.0
2022-01-14 03:00:00,4.1,318.5,1.6,88.6,991.8,0.7
2022-01-14 04:00:00,4.4,305.8,1.5,92.6,991.9,4.8
2022-01-14 05:00:00,4.3,285.4,1.4,92.0,992.2,26.6
2022-01-14 06:00:00,4.9,290.7,1.6,84.0,992.7,87.6
2022-01-14 07:00:00,3.8,303.6,1.7,86.8,993.1,142.8
2022-01-14 08:00:00,4.3,286.3,1.7,89.8,993.4,168.8
2022-01-14 09:00:00,3.8,285.7,1.7,89.0,993.7,216.7
2022-01-14 10:00:00,3.8,291.2,1.5,88.1,994.0,344.3
2022-01-14 11:00:00,3.1,305.8,1.6,87.8,994.4,216.1
2022-01-14 12:00:00,3.2,330.6,1.5,87.6,994.7,245.1
2022-01-14 13:00:00,2.2,327.7,2.0,85.7,995.0,333.4
2022-01-14 14:00:00,1.8,136.0,2.5,84.2,995.3,201.7
2022-01-14 15:00:00,5.3,88.1,1.6,90.0,995.6,154.0
2022-01-14 16:00:00,5.2,74.5,1.1,89.8,996.1,291.8
2022-01-14 17:00:00,5.5,86.8,1.6,88.3,996.6,198.9
2022-01-14 18:00:00,5.5,86.4,1.8,85.5,997.0,259.3
2022-01-14 19:00:00,6.7,90.2,1.3,84.3,997.4,142.1
2022-01-14 20:00:00,6.0,92.8,1.0,85.0,997.9,62.8
2022-01-14 21:00:00,5.5,76.5,0.7,84.4,998.3,12.4
2022-01-14 22:00:00,5.0,72.7,0.9,76.7,998.8,1.5
2022-01-14 23:00:00,5.5,79.5,0.6,77.1,999.3,0.0
2022-01-15 00:00:00,5.5,90.7,0.5,79.3,999.8,0.0
2022-01-15 01:00:00,5.2,89.2,0.2,78.4,1000.1,0.0
2022-01-15 02:00:00,5.1,73.1,0.1,73.2,1000.4,0.0
2022-01-15 03:00:00,4.3,79.4,0.1,74.1,1000.8,0.7
2022-01-15 04:00:00,4.0,82.7,0.1,72.5,1001.2,8.7
2022-01-15 05:00:00,4.3,91.6,0.0,71.6,1001.7,27.8
2022-01-15 06:00:00,4.6,77.6,0.1,71.5,1002.2,84.3
2022-01-15 07:00:00,4.1,72.5,0.7,70.0,1002.7,239.8
2022-01-15 08:00:00,4.2,72.6,1.4,67.9,1003.1,323.8
2022-01-15 09:00:00,4.0,70.1,2.7,63.3,1003.7,648.6
2022-01-15 10:00:00,2.0,90.0,3.3,62.3,1004.0,677.7
2022-01-15 11:00:00,3.4,171.1,3.0,59.1,1004.7,607.6
2022-01-15 12:00:00,2.9,177.1,2.5,60.5,1004.9,650.1
2022-01-15 13:00:00,2.6,178.1,2.5,61.8,1005.8,649.3
2022-01-15 14:00:00,2.7,172.5,2.7,62.4,1006.0,625.2
2022-01-15 15:00:00,2.7,173.3,3.0,60.5,1006.3,666.8
2022-01-15 16:00:00,2.1,195.3,3.2,58.2,1006.4,602.3
2022-01-15 17:00:00,1.4,190.7,3.0,59.0,1006.6,471.4
2022-01-15 18:00:00,1.3,184.0,2.6,60.5,1006.8,214.3
2022-01-15 19:00:00,1.1,179.6,1.9,66.3,1007.2,64.4
2022-01-15 20:00:00,2.9,246.2,1.7,73.1,1007.3,31.0
2022-01-15 21:00:00,2.3,260.0,0.2,90.0,1007.5,8.3
2022-01-15 22:00:00,0.8,27.7,-0.1,94.4,1007.5,0.2
2022-01-15 23:00:00,3.9,342.2,0.4,88.3,1007.2,0.0
2022-01-16 00:00:00,5.0,339.8,-0.0,95.4,1006.6,0.0
2022-01-16 01:00:00,0.8,250.9,0.7,92.4,1006.5,0.0
2022-01-16 02:00:00,4.9,123.8,-0.0,92.5,1006.7,0.0
2022-01-16 03:00:00,3.2,128.4,0.0,91.1,1006.8,0.8
2022-01-16 04:00:00,3.4,141.3,0.1,90.1,1006.8,10.8
2022-01-16 05:00:00,2.9,142.3,0.1,88.5,1006.8,26.9
2022-01-16 06:00:00,2.3,118.7,0.3,87.4,1007.1,66.9
2022-01-16 07:00:00,2.2,70.8,0.3,84.3,1007.0,109.6
2022-01-16 08:00:00,3.6,62.9,0.6,75.7,1006.7,191.1
2022-01-16 09:00:00,3.1,56.6,1.2,71.1,1006.5,252.0
2022-01-16 10:00:00,2.6,42.5,2.0,71.9,1006.5,490.9
2022-01-16 11:00:00,2.4,329.3,2.3,66.3,1006.2,829.0
2022-01-16 12:00:00,3.4,322.9,2.1,72.5,1006.0,730.4
2022-01-16 13:00:00,4.1,323.1,1.6,72.1,1005.7,523.9
2022-01-16 14:00:00,4.6,327.7,1.5,71.6,1005.2,437.1
2022-01-16 15:00:00,5.2,333.9,1.5,72.8,1005.0,443.0
